"",temperature,humidite,force_moyenne_du_vecteur_de_vent,force_du_vecteur_de_vent_max,pluie_intensite_max,date,quartier,sismicite,concentration_gaz,pluie_totale,catastrophe
2202,32.6,34.8,3.5,9.3,0.0,2171-07-27,3,0.54,162.93,760.65,3
2203,32.6,34.8,3.5,9.3,0.0,2171-07-27,4,0.66,166.62,384.37,0
2204,32.6,34.8,3.5,9.3,0.0,2171-07-27,5,0.47,143.37,193.63,0
2310,35.5,39.9,4.8,11.5,0.0,2171-07-28,1,0.72,176.46,329.32,3
2311,35.5,39.9,4.8,11.5,0.0,2171-07-28,2,0.55,163.11,413.51,3
2312,35.5,39.9,4.8,11.5,0.0,2171-07-28,3,0.97,241.28,197.43,3
2313,35.5,39.9,4.8,11.5,0.0,2171-07-28,4,0.4,150.59,934.73,0
2314,35.5,39.9,4.8,11.5,0.0,2171-07-28,5,0.41,114.29,57.3,0
2415,35.7,45.8,5.0,13.2,0.0,2171-07-29,1,0.85,210.12,111.06,2
2416,35.7,45.8,5.0,13.2,0.0,2171-07-29,2,0.65,165.41,618.05,3
2417,35.7,45.8,5.0,13.2,0.0,2171-07-29,3,0.56,294.08,118.18,3
2418,35.7,45.8,5.0,13.2,0.0,2171-07-29,4,0.65,158.2,37.46,0
2419,35.7,45.8,5.0,13.2,0.0,2171-07-29,5,0.31,152.01,68.22,0
2635,41.3,35.4,4.1,11.2,0.0,2171-07-30,1,0.67,299.53,704.03,3
2636,41.3,35.4,4.1,11.2,0.0,2171-07-30,2,0.72,200.74,82.55,1
2637,41.3,35.4,4.1,11.2,0.0,2171-07-30,3,0.61,165.72,417.15,3
2638,41.3,35.4,4.1,11.2,0.0,2171-07-30,4,0.36,101.04,734.2,0
2639,41.3,35.4,4.1,11.2,0.0,2171-07-30,5,0.7,141.24,754.09,3
2705,44.5,27.8,3.5,9.6,0.0,2171-07-31,1,0.57,217.56,128.69,3
2706,44.5,27.8,3.5,9.6,0.0,2171-07-31,2,0.61,155.87,649.64,0
2707,44.5,27.8,3.5,9.6,0.0,2171-07-31,3,0.97,150.26,45.83,3
2708,44.5,27.8,3.5,9.6,0.0,2171-07-31,4,0.35,116.18,676.85,3
2709,44.5,27.8,3.5,9.6,0.0,2171-07-31,5,0.67,161.51,271.29,0
105,38.8,30.8,4.5,10.5,0.0,2171-08-01,1,0.92,237.53,657.35,3
106,38.8,30.8,4.5,10.5,0.0,2171-08-01,2,0.56,235.04,140.65,0
107,38.8,30.8,4.5,10.5,0.0,2171-08-01,3,0.9,293.63,792.74,2
108,38.8,30.8,4.5,10.5,0.0,2171-08-01,4,0.65,192.87,637.69,0
109,38.8,30.8,4.5,10.5,0.0,2171-08-01,5,0.39,161.27,949.54,0
1305,43.1,27.9,3.0,7.2,0.0,2171-08-02,1,0.6,213.8,208.16,3
1306,43.1,27.9,3.0,7.2,0.0,2171-08-02,2,0.69,279.19,533.9,1
1307,43.1,27.9,3.0,7.2,0.0,2171-08-02,3,0.87,264.79,404.55,2
1308,43.1,27.9,3.0,7.2,0.0,2171-08-02,4,0.45,161.19,682.42,3
1309,43.1,27.9,3.0,7.2,0.0,2171-08-02,5,0.49,164.83,466.35,0
2540,44.1,31.1,3.0,9.3,0.0,2171-08-03,1,0.7,268.55,398.36,2
2541,44.1,31.1,3.0,9.3,0.0,2171-08-03,2,0.62,223.93,195.25,3
2542,44.1,31.1,3.0,9.3,0.0,2171-08-03,3,0.79,185.96,677.73,3
2543,44.1,31.1,3.0,9.3,0.0,2171-08-03,4,0.57,123.03,294.4,0
2544,44.1,31.1,3.0,9.3,0.0,2171-08-03,5,0.54,109.19,89.08,3
2815,41.7,33.4,4.3,10.8,0.0,2171-08-04,1,1.0,273.33,421.39,2
2816,41.7,33.4,4.3,10.8,0.0,2171-08-04,2,0.96,200.47,586.4,3
2817,41.7,33.4,4.3,10.8,0.0,2171-08-04,3,0.66,165.44,400.96,3
2818,41.7,33.4,4.3,10.8,0.0,2171-08-04,4,0.7,130.02,773.19,0
2819,41.7,33.4,4.3,10.8,0.0,2171-08-04,5,0.38,112.64,50.33,0
3040,42.2,34.0,3.4,10.6,0.0,2171-08-06,1,0.68,161.88,251.02,3
3041,42.2,34.0,3.4,10.6,0.0,2171-08-06,2,0.53,231.75,171.3,3
3042,42.2,34.0,3.4,10.6,0.0,2171-08-06,3,0.87,177.48,424.2,3
3043,42.2,34.0,3.4,10.6,0.0,2171-08-06,4,0.54,128.11,642.36,0
3044,42.2,34.0,3.4,10.6,0.0,2171-08-06,5,0.59,160.92,214.43,0
3155,42.4,27.1,3.1,8.9,0.0,2171-08-07,1,0.6,220.72,102.66,3
3156,42.4,27.1,3.1,8.9,0.0,2171-08-07,2,0.65,217.42,283.81,1
3157,42.4,27.1,3.1,8.9,0.0,2171-08-07,3,0.87,240.17,390.57,2
3158,42.4,27.1,3.1,8.9,0.0,2171-08-07,4,0.66,165.25,938.34,0
3159,42.4,27.1,3.1,8.9,0.0,2171-08-07,5,0.4,179.48,786.87,0
3270,40.9,26.9,3.3,8.0,0.0,2171-08-08,1,0.68,259.95,265.29,2
3271,40.9,26.9,3.3,8.0,0.0,2171-08-08,2,0.76,150.36,995.15,0
3272,40.9,26.9,3.3,8.0,0.0,2171-08-08,3,0.71,291.81,14.4,3
3273,40.9,26.9,3.3,8.0,0.0,2171-08-08,4,0.61,124.22,20.01,3
3274,40.9,26.9,3.3,8.0,0.0,2171-08-08,5,0.67,136.65,685.71,0
3385,42.3,28.7,3.1,7.4,0.0,2171-08-09,1,0.66,272.69,145.97,3
3386,42.3,28.7,3.1,7.4,0.0,2171-08-09,2,0.71,244.79,576.33,1
3387,42.3,28.7,3.1,7.4,0.0,2171-08-09,3,0.93,212.1,636.57,2
3388,42.3,28.7,3.1,7.4,0.0,2171-08-09,4,0.39,170.61,539.71,0
3389,42.3,28.7,3.1,7.4,0.0,2171-08-09,5,0.36,149.82,17.18,0
215,46.3,21.4,3.8,10.3,0.0,2171-08-10,1,0.78,156.51,104.5,3
216,46.3,21.4,3.8,10.3,0.0,2171-08-10,2,0.63,226.81,590.88,1
217,46.3,21.4,3.8,10.3,0.0,2171-08-10,3,0.91,157.17,653.76,3
218,46.3,21.4,3.8,10.3,0.0,2171-08-10,4,0.39,115.98,400.7,0
219,46.3,21.4,3.8,10.3,0.0,2171-08-10,5,0.34,133.5,857.68,0
320,44.4,36.9,3.6,11.3,0.0,2171-08-11,1,0.99,221.95,28.41,3
321,44.4,36.9,3.6,11.3,0.0,2171-08-11,2,0.84,296.81,486.35,3
322,44.4,36.9,3.6,11.3,0.0,2171-08-11,3,0.6,168.93,156.04,3
323,44.4,36.9,3.6,11.3,0.0,2171-08-11,4,0.49,164.38,281.26,0
324,44.4,36.9,3.6,11.3,0.0,2171-08-11,5,0.31,150.22,178.94,0
430,44.8,40.2,2.9,8.6,0.0,2171-08-12,1,0.83,284.99,315.83,3
431,44.8,40.2,2.9,8.6,0.0,2171-08-12,2,0.77,250.86,173.9,3
432,44.8,40.2,2.9,8.6,0.0,2171-08-12,3,0.82,215.84,641.85,2
433,44.8,40.2,2.9,8.6,0.0,2171-08-12,4,0.45,122.68,88.54,0
434,44.8,40.2,2.9,8.6,0.0,2171-08-12,5,0.47,114.45,835.29,0
540,41.2,38.7,3.5,10.0,0.0,2171-08-13,1,0.87,220.79,316.19,2
541,41.2,38.7,3.5,10.0,0.0,2171-08-13,2,1.0,227.65,783.68,3
542,41.2,38.7,3.5,10.0,0.0,2171-08-13,3,0.89,242.48,227.52,2
543,41.2,38.7,3.5,10.0,0.0,2171-08-13,4,0.59,143.31,656.15,3
544,41.2,38.7,3.5,10.0,0.0,2171-08-13,5,0.5,175.59,625.28,3
650,37.1,44.0,5.9,12.8,0.0,2171-08-14,1,0.56,222.64,455.16,3
651,37.1,44.0,5.9,12.8,0.0,2171-08-14,2,0.54,237.83,963.29,3
652,37.1,44.0,5.9,12.8,0.0,2171-08-14,3,0.63,241.71,178.84,3
653,37.1,44.0,5.9,12.8,0.0,2171-08-14,4,0.45,105.25,122.66,0
654,37.1,44.0,5.9,12.8,0.0,2171-08-14,5,0.39,191.3,777.04,0
760,37.0,37.2,3.4,9.2,0.0,2171-08-15,1,0.83,284.27,796.47,3
761,37.0,37.2,3.4,9.2,0.0,2171-08-15,2,0.95,249.96,808.5,1
762,37.0,37.2,3.4,9.2,0.0,2171-08-15,3,0.87,246.66,249.52,2
763,37.0,37.2,3.4,9.2,0.0,2171-08-15,4,0.37,121.46,557.18,0
764,37.0,37.2,3.4,9.2,0.0,2171-08-15,5,0.45,134.24,60.43,0
865,36.3,41.9,5.0,11.3,0.0,2171-08-16,1,0.54,156.29,502.33,3
866,36.3,41.9,5.0,11.3,0.0,2171-08-16,2,0.68,257.28,301.47,0
867,36.3,41.9,5.0,11.3,0.0,2171-08-16,3,0.72,239.32,549.15,2
868,36.3,41.9,5.0,11.3,0.0,2171-08-16,4,0.46,195.95,664.01,0
869,36.3,41.9,5.0,11.3,0.0,2171-08-16,5,0.62,179.67,456.45,3
975,33.8,48.9,6.6,12.8,0.0,2171-08-17,1,0.74,271.76,351.22,3
976,33.8,48.9,6.6,12.8,0.0,2171-08-17,2,0.81,171.18,72.44,3
977,33.8,48.9,6.6,12.8,0.0,2171-08-17,3,0.56,190.14,498.47,3
978,33.8,48.9,6.6,12.8,0.0,2171-08-17,4,0.31,153.79,71.48,0
979,33.8,48.9,6.6,12.8,0.0,2171-08-17,5,0.67,159.25,937.91,0
1085,34.5,53.5,10.8,18.7,0.0,2171-08-18,1,0.72,293.52,495.04,3
1086,34.5,53.5,10.8,18.7,0.0,2171-08-18,2,0.96,271.18,355.98,1
1087,34.5,53.5,10.8,18.7,0.0,2171-08-18,3,0.54,189.46,380.37,3
1088,34.5,53.5,10.8,18.7,0.0,2171-08-18,4,0.49,196.09,964.4,0
1089,34.5,53.5,10.8,18.7,0.0,2171-08-18,5,0.33,180.64,336.61,0
1195,37.7,37.5,6.0,12.9,0.0,2171-08-19,1,0.63,166.79,758.66,3
1196,37.7,37.5,6.0,12.9,0.0,2171-08-19,2,0.64,265.18,40.47,1
1197,37.7,37.5,6.0,12.9,0.0,2171-08-19,3,0.98,256.78,260.58,2
1198,37.7,37.5,6.0,12.9,0.0,2171-08-19,4,0.65,162.8,636.38,0
1199,37.7,37.5,6.0,12.9,0.0,2171-08-19,5,0.33,104.76,83.94,0
1410,40.1,31.4,3.1,9.9,0.0,2171-08-20,1,0.99,152.75,296.92,3
1411,40.1,31.4,3.1,9.9,0.0,2171-08-20,2,0.51,183.31,155.27,0
1412,40.1,31.4,3.1,9.9,0.0,2171-08-20,3,0.61,284.54,472.3,3
1413,40.1,31.4,3.1,9.9,0.0,2171-08-20,4,0.33,121.41,957.89,0
1414,40.1,31.4,3.1,9.9,0.0,2171-08-20,5,0.41,104.83,405.79,0
1525,38.4,36.4,6.1,13.6,0.0,2171-08-21,1,0.73,289.51,727.18,2
1526,38.4,36.4,6.1,13.6,0.0,2171-08-21,2,0.66,154.17,678.75,0
1527,38.4,36.4,6.1,13.6,0.0,2171-08-21,3,0.82,159.6,399.04,3
1528,38.4,36.4,6.1,13.6,0.0,2171-08-21,4,0.62,175.89,421.97,0
1529,38.4,36.4,6.1,13.6,0.0,2171-08-21,5,0.66,156.64,906.72,0
1630,37.1,53.0,10.1,17.1,0.0,2171-08-22,1,0.96,197.57,449.58,3
1631,37.1,53.0,10.1,17.1,0.0,2171-08-22,2,0.85,229.99,196.86,1
1632,37.1,53.0,10.1,17.1,0.0,2171-08-22,3,0.94,164.63,472.26,3
1633,37.1,53.0,10.1,17.1,0.0,2171-08-22,4,0.51,199.42,213.54,0
1634,37.1,53.0,10.1,17.1,0.0,2171-08-22,5,0.6,139.07,572.74,3
1745,38.5,41.6,4.0,8.3,0.0,2171-08-23,1,0.98,181.35,693.89,3
1746,38.5,41.6,4.0,8.3,0.0,2171-08-23,2,0.74,183.47,846.42,0
1747,38.5,41.6,4.0,8.3,0.0,2171-08-23,3,0.69,180.08,739.6,3
1748,38.5,41.6,4.0,8.3,0.0,2171-08-23,4,0.56,109.91,553.06,0
1749,38.5,41.6,4.0,8.3,0.0,2171-08-23,5,0.47,116.21,382.89,0
1860,41.3,35.2,2.8,6.6,0.0,2171-08-24,1,0.8,246.05,50.91,3
1861,41.3,35.2,2.8,6.6,0.0,2171-08-24,2,0.8,166.81,94.16,0
1862,41.3,35.2,2.8,6.6,0.0,2171-08-24,3,0.94,214.95,478.33,3
1863,41.3,35.2,2.8,6.6,0.0,2171-08-24,4,0.5,113.98,782.71,0
1864,41.3,35.2,2.8,6.6,0.0,2171-08-24,5,0.44,127.92,968.61,0
1975,37.9,45.3,5.9,13.5,0.0,2171-08-25,1,0.62,226.06,374.72,2
1976,37.9,45.3,5.9,13.5,0.0,2171-08-25,2,0.78,236.1,987.06,1
1977,37.9,45.3,5.9,13.5,0.0,2171-08-25,3,0.77,217.42,762.09,2
1978,37.9,45.3,5.9,13.5,0.0,2171-08-25,4,0.42,175.71,155.15,3
1979,37.9,45.3,5.9,13.5,0.0,2171-08-25,5,0.34,191.55,549.38,0
2090,39.2,31.9,6.4,15.3,0.0,2171-08-26,1,0.99,179.57,544.56,3
2091,39.2,31.9,6.4,15.3,0.0,2171-08-26,2,0.98,187.57,785.16,0
2092,39.2,31.9,6.4,15.3,0.0,2171-08-26,3,0.59,205.89,24.51,3
2093,39.2,31.9,6.4,15.3,0.0,2171-08-26,4,0.36,145.84,390.6,3
2094,39.2,31.9,6.4,15.3,0.0,2171-08-26,5,0.66,122.59,569.34,0
2205,37.8,37.7,3.9,9.1,0.0,2171-08-27,1,0.7,169.05,679.36,3
2206,37.8,37.7,3.9,9.1,0.0,2171-08-27,2,0.66,261.64,548.38,1
2207,37.8,37.7,3.9,9.1,0.0,2171-08-27,3,0.84,151.45,326.21,3
2208,37.8,37.7,3.9,9.1,0.0,2171-08-27,4,0.4,176.45,42.97,0
2209,37.8,37.7,3.9,9.1,0.0,2171-08-27,5,0.34,147.5,656.61,0
2315,37.5,29.9,2.6,5.9,0.0,2171-08-28,1,0.7,294.52,143.78,2
2316,37.5,29.9,2.6,5.9,0.0,2171-08-28,2,0.78,151.63,659.22,0
2317,37.5,29.9,2.6,5.9,0.0,2171-08-28,3,0.82,260.38,501.41,3
2318,37.5,29.9,2.6,5.9,0.0,2171-08-28,4,0.62,130.47,149.11,0
2319,37.5,29.9,2.6,5.9,0.0,2171-08-28,5,0.58,145.63,934.1,0
2420,42.1,45.2,5.9,15.4,0.0,2171-08-29,1,0.62,169.04,429.89,3
2421,42.1,45.2,5.9,15.4,0.0,2171-08-29,2,0.81,278.71,333.53,1
2422,42.1,45.2,5.9,15.4,0.0,2171-08-29,3,0.58,293.42,228.71,3
2423,42.1,45.2,5.9,15.4,0.0,2171-08-29,4,0.51,150.81,52.97,0
2424,42.1,45.2,5.9,15.4,0.0,2171-08-29,5,0.5,105.55,917.35,0
2640,41.5,34.1,3.6,7.6,0.0,2171-08-30,1,0.66,254.88,521.85,2
2641,41.5,34.1,3.6,7.6,0.0,2171-08-30,2,0.6,238.32,413.62,3
2642,41.5,34.1,3.6,7.6,0.0,2171-08-30,3,0.91,225.48,741.15,2
2643,41.5,34.1,3.6,7.6,0.0,2171-08-30,4,0.54,114.78,290.95,0
2644,41.5,34.1,3.6,7.6,0.0,2171-08-30,5,0.32,186.13,920.84,0
2710,35.0,48.1,5.7,9.5,0.0,2171-08-31,1,0.84,296.81,26.94,2
2711,35.0,48.1,5.7,9.5,0.0,2171-08-31,2,0.86,255.73,498.72,1
2712,35.0,48.1,5.7,9.5,0.0,2171-08-31,3,0.66,150.9,371.73,3
2713,35.0,48.1,5.7,9.5,0.0,2171-08-31,4,0.35,121.79,197.61,3
2714,35.0,48.1,5.7,9.5,0.0,2171-08-31,5,0.46,135.18,993.46,3
110,38.4,44.1,3.6,8.6,0.0,2171-09-01,1,0.53,195.8,397.31,3
111,38.4,44.1,3.6,8.6,0.0,2171-09-01,2,0.66,278.31,372.13,3
112,38.4,44.1,3.6,8.6,0.0,2171-09-01,3,0.54,176.4,306.25,3
113,38.4,44.1,3.6,8.6,0.0,2171-09-01,4,0.7,125.27,642.95,3
114,38.4,44.1,3.6,8.6,0.0,2171-09-01,5,0.42,117.66,968.12,0
1310,36.7,39.6,4.4,11.1,0.0,2171-09-02,1,0.63,257.8,569.25,2
1311,36.7,39.6,4.4,11.1,0.0,2171-09-02,2,0.99,178.7,378.16,3
1312,36.7,39.6,4.4,11.1,0.0,2171-09-02,3,0.79,244.82,443.38,2
1313,36.7,39.6,4.4,11.1,0.0,2171-09-02,4,0.34,152.33,824.53,3
1314,36.7,39.6,4.4,11.1,0.0,2171-09-02,5,0.32,189.13,380.66,3
2545,35.3,44.0,2.1,5.6,0.0,2171-09-03,1,0.89,222.15,280.97,2
2546,35.3,44.0,2.1,5.6,0.0,2171-09-03,2,0.62,229.72,176.4,1
2547,35.3,44.0,2.1,5.6,0.0,2171-09-03,3,0.69,252.68,68.52,2
2548,35.3,44.0,2.1,5.6,0.0,2171-09-03,4,0.39,195.58,266.94,0
2549,35.3,44.0,2.1,5.6,0.0,2171-09-03,5,0.51,162.85,230.6,0
2820,37.7,47.6,4.5,14.2,0.0,2171-09-04,1,0.66,236.79,589.02,2
2821,37.7,47.6,4.5,14.2,0.0,2171-09-04,2,0.83,237.41,913.92,3
2822,37.7,47.6,4.5,14.2,0.0,2171-09-04,3,0.7,271.2,362.27,3
2823,37.7,47.6,4.5,14.2,0.0,2171-09-04,4,0.64,187.0,782.88,0
2824,37.7,47.6,4.5,14.2,0.0,2171-09-04,5,0.35,156.86,134.42,0
2930,41.7,55.4,3.8,15.3,0.0,2171-09-05,1,0.54,179.89,594.93,3
2931,41.7,55.4,3.8,15.3,0.0,2171-09-05,2,0.79,263.89,839.77,3
2932,41.7,55.4,3.8,15.3,0.0,2171-09-05,3,0.56,276.45,610.77,3
2933,41.7,55.4,3.8,15.3,0.0,2171-09-05,4,0.66,148.53,438.81,0
2934,41.7,55.4,3.8,15.3,0.0,2171-09-05,5,0.3,173.81,36.09,0
3045,39.6,46.7,3.1,9.2,0.0,2171-09-06,1,0.58,234.18,337.44,3
3046,39.6,46.7,3.1,9.2,0.0,2171-09-06,2,0.5,219.06,823.17,0
3047,39.6,46.7,3.1,9.2,0.0,2171-09-06,3,0.69,168.86,694.22,3
3048,39.6,46.7,3.1,9.2,0.0,2171-09-06,4,0.39,183.84,51.36,0
3049,39.6,46.7,3.1,9.2,0.0,2171-09-06,5,0.65,126.57,730.56,3
3160,35.1,41.0,3.5,9.1,0.0,2171-09-07,1,0.69,211.25,15.68,3
3161,35.1,41.0,3.5,9.1,0.0,2171-09-07,2,0.64,178.79,74.08,0
3162,35.1,41.0,3.5,9.1,0.0,2171-09-07,3,0.69,261.97,505.81,3
3163,35.1,41.0,3.5,9.1,0.0,2171-09-07,4,0.36,127.1,262.01,3
3164,35.1,41.0,3.5,9.1,0.0,2171-09-07,5,0.41,187.08,663.7,3
3275,33.6,37.5,2.3,5.8,0.0,2171-09-08,1,0.52,207.04,623.99,3
3276,33.6,37.5,2.3,5.8,0.0,2171-09-08,2,0.65,283.58,837.24,1
3277,33.6,37.5,2.3,5.8,0.0,2171-09-08,3,0.56,172.54,579.45,3
3278,33.6,37.5,2.3,5.8,0.0,2171-09-08,4,0.31,128.44,590.7,0
3279,33.6,37.5,2.3,5.8,0.0,2171-09-08,5,0.36,180.22,201.69,0
3390,27.4,46.8,3.8,6.3,0.0,2171-09-09,1,0.86,184.18,63.64,3
3391,27.4,46.8,3.8,6.3,0.0,2171-09-09,2,0.74,227.11,874.81,1
3392,27.4,46.8,3.8,6.3,0.0,2171-09-09,3,0.53,204.04,668.92,3
3393,27.4,46.8,3.8,6.3,0.0,2171-09-09,4,0.42,182.63,660.69,0
3394,27.4,46.8,3.8,6.3,0.0,2171-09-09,5,0.64,115.77,634.55,3
220,36.0,49.9,2.8,5.3,0.0,2171-09-10,1,0.55,225.77,479.68,3
221,36.0,49.9,2.8,5.3,0.0,2171-09-10,2,0.76,153.73,423.28,0
222,36.0,49.9,2.8,5.3,0.0,2171-09-10,3,0.53,158.25,114.7,3
223,36.0,49.9,2.8,5.3,0.0,2171-09-10,4,0.57,141.0,687.24,0
224,36.0,49.9,2.8,5.3,0.0,2171-09-10,5,0.63,125.61,392.21,0
325,42.9,33.6,3.1,9.9,0.0,2171-09-11,1,0.94,179.13,310.87,3
326,42.9,33.6,3.1,9.9,0.0,2171-09-11,2,0.6,164.51,545.14,3
327,42.9,33.6,3.1,9.9,0.0,2171-09-11,3,0.61,154.68,316.24,3
328,42.9,33.6,3.1,9.9,0.0,2171-09-11,4,0.64,175.62,117.13,3
329,42.9,33.6,3.1,9.9,0.0,2171-09-11,5,0.56,117.09,341.41,0
435,37.8,54.1,3.0,8.8,0.0,2171-09-12,1,0.98,262.62,367.56,2
436,37.8,54.1,3.0,8.8,0.0,2171-09-12,2,0.95,178.41,239.63,0
437,37.8,54.1,3.0,8.8,0.0,2171-09-12,3,0.8,178.85,665.87,3
438,37.8,54.1,3.0,8.8,0.0,2171-09-12,4,0.7,107.67,18.62,0
439,37.8,54.1,3.0,8.8,0.0,2171-09-12,5,0.67,157.79,906.12,0
545,37.3,49.9,3.5,13.3,0.0,2171-09-13,1,0.65,215.33,270.99,3
546,37.3,49.9,3.5,13.3,0.0,2171-09-13,2,0.61,216.82,713.68,3
547,37.3,49.9,3.5,13.3,0.0,2171-09-13,3,0.69,188.01,35.35,3
548,37.3,49.9,3.5,13.3,0.0,2171-09-13,4,0.61,195.77,4.53,0
549,37.3,49.9,3.5,13.3,0.0,2171-09-13,5,0.7,136.11,576.77,0
655,33.9,46.6,3.3,8.9,0.0,2171-09-14,1,0.97,253.43,791.62,2
656,33.9,46.6,3.3,8.9,0.0,2171-09-14,2,0.74,293.9,113.99,0
657,33.9,46.6,3.3,8.9,0.0,2171-09-14,3,0.91,180.97,728.26,3
658,33.9,46.6,3.3,8.9,0.0,2171-09-14,4,0.58,128.34,396.55,0
659,33.9,46.6,3.3,8.9,0.0,2171-09-14,5,0.43,164.23,845.56,3
765,39.5,47.4,4.2,10.1,0.0,2171-09-15,1,0.61,244.73,394.73,2
766,39.5,47.4,4.2,10.1,0.0,2171-09-15,2,0.54,209.25,604.78,0
767,39.5,47.4,4.2,10.1,0.0,2171-09-15,3,0.87,265.82,537.74,2
768,39.5,47.4,4.2,10.1,0.0,2171-09-15,4,0.44,193.75,143.75,0
769,39.5,47.4,4.2,10.1,0.0,2171-09-15,5,0.44,159.86,663.55,0
870,36.2,42.5,7.8,19.0,0.0,2171-09-16,1,0.54,214.36,310.84,3
871,36.2,42.5,7.8,19.0,0.0,2171-09-16,2,0.64,175.89,979.51,3
872,36.2,42.5,7.8,19.0,0.0,2171-09-16,3,0.64,192.84,113.83,3
873,36.2,42.5,7.8,19.0,0.0,2171-09-16,4,0.66,172.11,245.95,0
874,36.2,42.5,7.8,19.0,0.0,2171-09-16,5,0.57,122.0,859.78,0
985,32.4,34.2,3.1,9.4,0.0,2171-09-17,1,0.67,298.02,595.0,2
986,32.4,34.2,3.1,9.4,0.0,2171-09-17,2,0.91,198.14,132.74,0
987,32.4,34.2,3.1,9.4,0.0,2171-09-17,3,0.85,266.4,505.91,2
988,32.4,34.2,3.1,9.4,0.0,2171-09-17,4,0.44,174.32,787.16,0
989,32.4,34.2,3.1,9.4,0.0,2171-09-17,5,0.49,132.83,381.46,0
1095,28.8,30.7,1.9,4.4,0.0,2171-09-18,1,0.67,227.49,623.3,2
1096,28.8,30.7,1.9,4.4,0.0,2171-09-18,2,0.85,184.18,362.1,0
1097,28.8,30.7,1.9,4.4,0.0,2171-09-18,3,0.66,218.9,245.11,2
1098,28.8,30.7,1.9,4.4,0.0,2171-09-18,4,0.55,166.31,174.87,3
1099,28.8,30.7,1.9,4.4,0.0,2171-09-18,5,0.69,156.29,543.71,3
1205,34.8,26.6,2.9,6.9,0.0,2171-09-19,1,0.88,239.25,531.86,2
1206,34.8,26.6,2.9,6.9,0.0,2171-09-19,2,0.62,273.93,735.68,1
1207,34.8,26.6,2.9,6.9,0.0,2171-09-19,3,0.84,241.64,509.42,2
1208,34.8,26.6,2.9,6.9,0.0,2171-09-19,4,0.66,136.83,105.71,0
1209,34.8,26.6,2.9,6.9,0.0,2171-09-19,5,0.32,145.53,88.56,0
1420,29.8,30.5,3.5,8.0,0.0,2171-09-20,1,0.83,179.95,462.08,3
1421,29.8,30.5,3.5,8.0,0.0,2171-09-20,2,0.75,250.76,265.63,1
1422,29.8,30.5,3.5,8.0,0.0,2171-09-20,3,0.73,208.71,363.56,2
1423,29.8,30.5,3.5,8.0,0.0,2171-09-20,4,0.59,142.48,477.65,0
1424,29.8,30.5,3.5,8.0,0.0,2171-09-20,5,0.67,194.01,992.26,3
1640,36.1,40.1,2.4,5.7,0.0,2171-09-22,1,0.78,245.12,86.55,2
1641,36.1,40.1,2.4,5.7,0.0,2171-09-22,2,0.67,262.52,433.25,3
1642,36.1,40.1,2.4,5.7,0.0,2171-09-22,3,0.57,179.01,663.66,3
1643,36.1,40.1,2.4,5.7,0.0,2171-09-22,4,0.56,154.93,899.62,3
1644,36.1,40.1,2.4,5.7,0.0,2171-09-22,5,0.42,173.15,177.24,0
1755,29.9,47.1,3.1,8.3,0.0,2171-09-23,1,0.68,243.51,715.73,2
1756,29.9,47.1,3.1,8.3,0.0,2171-09-23,2,0.77,268.88,384.84,2
1757,29.9,47.1,3.1,8.3,0.0,2171-09-23,3,0.82,222.66,478.63,2
1758,29.9,47.1,3.1,8.3,0.0,2171-09-23,4,0.5,119.93,46.6,0
1759,29.9,47.1,3.1,8.3,0.0,2171-09-23,5,0.48,110.7,567.68,0
1870,31.7,60.6,5.1,11.6,0.0,2171-09-24,1,0.65,158.61,700.92,3
1871,31.7,60.6,5.1,11.6,0.0,2171-09-24,2,0.88,247.98,855.92,1
1872,31.7,60.6,5.1,11.6,0.0,2171-09-24,3,0.6,196.43,502.47,3
1873,31.7,60.6,5.1,11.6,0.0,2171-09-24,4,0.68,111.74,780.19,0
1874,31.7,60.6,5.1,11.6,0.0,2171-09-24,5,0.64,105.52,651.3,0
1985,31.2,46.1,3.4,8.6,0.0,2171-09-25,1,0.84,249.25,686.6,2
1986,31.2,46.1,3.4,8.6,0.0,2171-09-25,2,0.63,165.03,32.72,0
1987,31.2,46.1,3.4,8.6,0.0,2171-09-25,3,0.97,228.56,149.36,2
1988,31.2,46.1,3.4,8.6,0.0,2171-09-25,4,0.49,178.73,338.85,0
1989,31.2,46.1,3.4,8.6,0.0,2171-09-25,5,0.66,114.01,50.85,0
2100,31.0,47.8,9.3,20.4,0.0,2171-09-26,1,0.52,202.95,635.1,3
2101,31.0,47.8,9.3,20.4,0.0,2171-09-26,2,0.87,214.21,728.77,2
2102,31.0,47.8,9.3,20.4,0.0,2171-09-26,3,0.65,213.23,289.94,2
2103,31.0,47.8,9.3,20.4,0.0,2171-09-26,4,0.53,151.54,846.69,0
2104,31.0,47.8,9.3,20.4,0.0,2171-09-26,5,0.53,147.65,771.02,0
2215,26.4,55.6,10.9,21.3,0.0,2171-09-27,1,0.96,281.9,674.59,2
2216,26.4,55.6,10.9,21.3,0.0,2171-09-27,2,0.69,214.23,944.2,1
2217,26.4,55.6,10.9,21.3,0.0,2171-09-27,3,0.9,239.13,101.5,3
2218,26.4,55.6,10.9,21.3,0.0,2171-09-27,4,0.58,107.18,509.47,0
2219,26.4,55.6,10.9,21.3,0.0,2171-09-27,5,0.6,151.35,374.19,0
2325,28.7,64.6,14.5,24.2,0.0,2171-09-28,1,0.59,199.63,177.5,3
